inchi	names	iupac_name	smiles	cid	record_ids	logBB	logBB_group	BBB+/BBB-	BBB+/BBB-_group	split
InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)	76-73-3|Secobarbital|Quinalbarbitone	5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	5193.0	R4_mente_2005:45|R6_adenot_2004:1666|R14_ghose_2012:219|R21_muehlbacher_2011:127|R23_gupta_2019:213|R25_brito_sanchez_2015:212|R40_vilar_2010:242|R47_radchenko_2020:346|R51_doninger_2002:304	0.2	B	BBB+	A	test
InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)/t8-/m1/s1	(+)-Secobarbital	5-[(2R)-pentan-2-yl]-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O	31143.0	R46_mendoza_valencia_2017:196	0.2	A	BBB+	A	test
InChI=1S/C12H18N2O3/c1-5-6-12(7-11(2,3)4)8(15)13-10(17)14-9(12)16/h5H,1,6-7H2,2-4H3,(H2,13,14,15,16,17)	Nealbarbital	5-(2,2-dimethylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O	521716.0	R6_adenot_2004:1658			BBB+	C	test
InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)	Tolbutamide	1-butyl-3-(4-methylphenyl)sulfonylurea	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	5505.0	R14_ghose_2012:903|R23_gupta_2019:988|R25_brito_sanchez_2015:518|R46_mendoza_valencia_2017:434|R47_radchenko_2020:472|R51_doninger_2002:137	-0.7	D	BBB+	A	training
InChI=1S/C12H18N2O4/c1-17-8-3-4-11(18-2)9(5-8)10(15)7-14-12(16)6-13/h3-5,10,15H,6-7,13H2,1-2H3,(H,14,16)	Midodrine Hydrochloride|Midodrine	2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	4195.0	R14_ghose_2012:694|R23_gupta_2019:749			BBB-	C	training
InChI=1S/C12H18N2O5/c1-6(2)7-4-14(12(18)13-11(7)17)10-3-8(16)9(5-15)19-10/h4,6,8-10,15-16H,3,5H2,1-2H3,(H,13,17,18)/t8-,9+,10+/m0/s1	Epervudine	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-propan-2-ylpyrimidine-2,4-dione	CC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	512735.0	R23_gupta_2019:1058			BBB-	C	training
InChI=1S/C12H18N4O4/c17-9(7-15-5-1-3-11(15)19)13-14-10(18)8-16-6-2-4-12(16)20/h1-8H2,(H,13,17)(H,14,18)	Dupracetam	2-(2-oxopyrrolidin-1-yl)-N'-[2-(2-oxopyrrolidin-1-yl)acetyl]acetohydrazide	O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O	68793.0	R6_adenot_2004:1256			BBB+	C	training
InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3	Propofol|Propofol, Diprivan	2,6-di(propan-2-yl)phenol	CC(C)c1cccc(C(C)C)c1O	4943.0	R3_abraham_2006:239|R3_abraham_2006:240|R6_adenot_2004:948|R21_muehlbacher_2011:116|R25_brito_sanchez_2015:370|R26_chico_2009:333|R37_chen_2011:76|R40_vilar_2010:220|R41_toropov_2017:214|R42_ciura_2020:34|R46_mendoza_valencia_2017:324|R47_radchenko_2020:199|R51_doninger_2002:298			BBB+	C	training
InChI=1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3	Terbutaline	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol	CC(C)(C)NCC(O)c1cc(O)cc(O)c1	5403.0	R7_andres_2006:166|R23_gupta_2019:967|R29_subramanian_2003:162			BBB-	C	training
InChI=1S/C12H20N2/c1-9-7-12(14(3)4)6-5-11(9)8-10(2)13/h5-7,10H,8,13H2,1-4H3	Amiflamine|4-(Dimethylamino)-Alpha,2-Dimethylphenethylamine	4-(2-aminopropyl)-N,N,3-trimethylaniline	Cc1cc(N(C)C)ccc1CC(C)N	3043606.0	R6_adenot_2004:986			BBB+	C	training
InChI=1S/C12H20N2O2S/c1-4-7-8(5-2)12(6-3)9(15)13-11(17)14-10(12)16/h8H,4-7H2,1-3H3,(H2,13,14,15,16,17)	Thiotetrabarbital	5-ethyl-5-hexan-3-yl-2-sulfanylidene-1,3-diazinane-4,6-dione	CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O	3083570.0	R6_adenot_2004:1670			BBB+	C	training
InChI=1S/C12H20N2O2S2/c1-4-5-8(2)12(6-7-18-3)9(15)13-11(17)14-10(12)16/h8H,4-7H2,1-3H3,(H2,13,14,15,16,17)	Methitural	5-(2-methylsulfanylethyl)-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione	CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O	3032307.0	R6_adenot_2004:940			BBB+	C	training
InChI=1S/C12H20N2O3/c1-12(2,3)13-6-11(17)8-4-5-10(16)9(7-15)14-8/h4-5,11,13,15-17H,6-7H2,1-3H3	Pirbuterol	6-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)pyridin-3-ol	CC(C)(C)NCC(O)c1ccc(O)c(CO)n1	4845.0	R23_gupta_2019:842|R51_doninger_2002:112			BBB-	C	training
InChI=1S/C12H20N2O3/c1-3-5-6-7-8-12(4-2)9(15)13-11(17)14-10(12)16/h3-8H2,1-2H3,(H2,13,14,15,16,17)	5-Hexyl-5-Ethyl Barbituric Acid|Ortal	5-ethyl-5-hexyl-1,3-diazinane-2,4,6-trione	CCCCCCC1(CC)C(=O)NC(=O)NC1=O	8942.0	R3_abraham_2006:111|R21_muehlbacher_2011:205|R25_brito_sanchez_2015:97|R40_vilar_2010:18|R41_toropov_2017:106|R46_mendoza_valencia_2017:95|R47_radchenko_2020:93	0.36	B	BBB+	A	test
InChI=1S/C12H20N2O3/c1-4-7-8(5-2)12(6-3)9(15)13-11(17)14-10(12)16/h8H,4-7H2,1-3H3,(H2,13,14,15,16,17)	Tetrabarbital	5-ethyl-5-hexan-3-yl-1,3-diazinane-2,4,6-trione	CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O	101534.0	R6_adenot_2004:1667			BBB+	C	test
InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3	3930-20-9|Sotalol Hydrochloride|Sotalol	N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	5253.0	R4_mente_2005:70|R14_ghose_2012:848|R21_muehlbacher_2011:129|R23_gupta_2019:916|R25_brito_sanchez_2015:163|R28_li_2005:286|R40_vilar_2010:259|R42_ciura_2020:41|R46_mendoza_valencia_2017:158|R47_radchenko_2020:347|R50_sobanska_2019:17	-0.28	B	BBB+	A	training
InChI=1S/C12H20N4/c1-10(2)15-11-4-3-5-14-12(11)16-8-6-13-7-9-16/h3-5,10,13,15H,6-9H2,1-2H3	U 88703|3-Pyridinamine, N-(1-Methylethyl)-2-(1-Piperazinyl)-	2-piperazin-1-yl-N-propan-2-ylpyridin-3-amine	CC(C)Nc1cccnc1N1CCNCC1	10013750.0	R26_chico_2009:436	-0.14	A	BBB+	A	test
InChI=1S/C12H20N4O3S/c1-13-11(9-16(17)18)14-6-7-20-12-5-4-10(19-12)8-15(2)3/h4-5,9,13-14H,6-8H2,1-3H3/b11-9-			CN/C(=C/[N+](=O)[O-])NCCSc1ccc(CN(C)C)o1		R48_hou_2003:4	-1.23	A	BBB-	A	training
InChI=1S/C12H20N4O7/c1-4(18)15-8-5(16-12(13)14)2-7(11(21)22)23-10(8)9(20)6(19)3-17/h2,5-6,8-10,17,19-20H,3H2,1H3,(H,15,18)(H,21,22)(H4,13,14,16)/t5-,6+,8+,9+,10+/m0/s1	Zanamivir	(2R,3R,4S)-3-acetamido-4-(diaminomethylideneamino)-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N	60855.0	R23_gupta_2019:1038			BBB-	C	training
InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3	Memantine	3,5-dimethyladamantan-1-amine	CC12CC3CC(C)(C1)CC(N)(C3)C2	4054.0	R6_adenot_2004:649|R14_ghose_2012:134			BBB+	C	training
InChI=1S/C12H21N3O5S3/c1-3-14-10-8-15(5-4-6-20-2)23(18,19)12-9(10)7-11(21-12)22(13,16)17/h7,10,14H,3-6,8H2,1-2H3,(H2,13,16,17)/t10-/m0/s1	Brinzolamide	(4R)-4-(ethylamino)-2-(3-methoxypropyl)-1,1-dioxo-3,4-dihydrothieno[3,2-e]thiazine-6-sulfonamide	CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	68844.0	R23_gupta_2019:401			BBB-	C	training
InChI=1S/C12H21N5O2S2/c1-13-11(6-17(18)19)14-4-5-20-8-10-9-21-12(15-10)7-16(2)3/h6,9,13-14H,4-5,7-8H2,1-3H3/b11-6+	Nizatidine|Nizax	(E)-1-N'-[2-[[2-[(dimethylamino)methyl]-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine	CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1	3033637.0	R14_ghose_2012:727			BBB-	C	training
InChI=1S/C12H21N5O3/c1-4-17(8-9(3)18)11-7-6-10(13-15-11)14-16-12(19)20-5-2/h6-7,9,18H,4-5,8H2,1-3H3,(H,13,14)(H,16,19)	Cadralazine	ethyl N-[[6-[ethyl(2-hydroxypropyl)amino]pyridazin-3-yl]amino]carbamate	CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1	2515.0	R23_gupta_2019:1047|R26_chico_2009:90	-1.0	A	BBB+	A	training
InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1	Topiramate|Topiramate, Topamax	[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl]methyl sulfamate	CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1	5284627.0	R6_adenot_2004:473|R7_andres_2006:177|R14_ghose_2012:254|R23_gupta_2019:247|R25_brito_sanchez_2015:388|R26_chico_2009:422|R29_subramanian_2003:172|R34_broccatelli_2012:91|R46_mendoza_valencia_2017:333|R53_friden_2009:39	-0.07	B1	BBB+	A	training
InChI=1S/C12H22N2O2/c1-6-9-11(15)14(8-3)10(7-2)12(16)13(4)5/h6,9-10H,7-8H2,1-5H3/b9-6+	Crotetamide	2-[[(E)-but-2-enoyl]-ethylamino]-N,N-dimethylbutanamide	C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C	5368010.0	R6_adenot_2004:398			BBB+	C	training
InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2	Lactulose|4-O-Hexopyranosylhex-2-Ulofuranose	2-[4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O	3872.0	R23_gupta_2019:695			BBB-	C	training
InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1	Sucrose	(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	5988.0	R47_radchenko_2020:457	-1.7	A	BBB-	A	training
InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)	Carisoprodol	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	2576.0	R23_gupta_2019:38|R37_chen_2011:19			BBB+	C	training
InChI=1S/C12H24O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h4-21H,1-3H2/t4-,5+,6+,7+,8-,9-,10+,11+,12-/m0/s1	Lactitol	(2S,3R,4R,5R)-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,5,6-pentol	OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO	157355.0	R14_ghose_2012:643			BBB-	C	training
InChI=1S/C12H25NO2/c1-4-6-7-11(5-2)9-13-12(15)8-10(3)14/h10-11,14H,4-9H2,1-3H3,(H,13,15)	Butoctamide|Butoctamidehydrogensuccinate	N-(2-ethylhexyl)-3-hydroxybutanamide	CCCCC(CC)CNC(=O)CC(C)O	65780.0	R6_adenot_2004:1347|R14_ghose_2012:31			BBB+	C	training
InChI=1S/C12H6Cl4O2S/c13-5-1-7(15)11(17)9(3-5)19-10-4-6(14)2-8(16)12(10)18/h1-4,17-18H	Bithionol	2,4-dichloro-6-(3,5-dichloro-2-hydroxyphenyl)sulfanylphenol	Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O	2406.0	R14_ghose_2012:400			BBB-	C	training
InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H	Triclosan	5-chloro-2-(2,4-dichlorophenoxy)phenol	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	5564.0	R50_sobanska_2019:113			BBB+	C	training
InChI=1S/C12H7ClF2N2O/c13-11-4-2-8(6-16-11)17-12(18)7-1-3-9(14)10(15)5-7/h1-6H,(H,17,18)	Ica-27243|N-(6-Chloropyridin-3-Yl)-3,4-Difluorobenzamide	N-(6-chloropyridin-3-yl)-3,4-difluorobenzamide	O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1	9903497.0	R26_chico_2009:216	0.44	A	BBB+	A	training
InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3	Methoxsalen	9-methoxyfuro[3,2-g]chromen-7-one	COc1c2occc2cc2ccc(=O)oc12	4114.0	R14_ghose_2012:687|R23_gupta_2019:739			BBB-	C	training
InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)	Leflunomide	5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	3899.0	R14_ghose_2012:647|R23_gupta_2019:703			BBB-	C	test
InChI=1S/C12H9N3O/c1-8-11(9-2-4-14-5-3-9)6-10(7-13)12(16)15-8/h2-6H,1H3,(H,15,16)	Milrinone	6-methyl-2-oxo-5-pyridin-4-yl-1H-pyridine-3-carbonitrile	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1	4197.0	R23_gupta_2019:750			BBB-	C	training
InChI=1S/C12H9N3O/c13-15-7-14-11-6-9-4-2-1-3-8(9)5-10(11)12(15)16/h1-7H,13H2	Centazolone	3-aminobenzo[g]quinazolin-4-one	Nn1cnc2cc3ccccc3cc2c1=O	72846.0	R51_doninger_2002:176			BBB+	C	training
InChI=1S/C12H9N3O5/c16-9-3-1-8(2-4-9)12(17)14-13-7-10-5-6-11(20-10)15(18)19/h1-7,16H,(H,14,17)	Nifuroxazide|Akabar	4-hydroxy-N-[(5-nitrofuran-2-yl)methylideneamino]benzamide	O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1	13764.0	R50_sobanska_2019:52			BBB-	C	training
InChI=1S/C12H9N3O5S/c1-7(16)20-9-5-3-2-4-8(9)11(17)14-12-13-6-10(21-12)15(18)19/h2-6H,1H3,(H,13,14,17)	Nitazoxanide	[2-[(5-nitro-1,3-thiazol-2-yl)carbamoyl]phenyl] acetate	CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1	41684.0	R14_ghose_2012:722|R23_gupta_2019:782			BBB-	C	test
InChI=1S/C12H9NO6/c1-17-13-4-7(12(15)16)11(14)6-2-9-10(3-8(6)13)19-5-18-9/h2-4H,5H2,1H3,(H,15,16)	Miloxacin	5-methoxy-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid	COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	37614.0	R3_abraham_2006:201|R21_muehlbacher_2011:244|R25_brito_sanchez_2015:301|R26_chico_2009:272|R40_vilar_2010:151|R41_toropov_2017:183|R46_mendoza_valencia_2017:268|R47_radchenko_2020:169	-0.92	B	BBB+	A	test
InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)	Thalidomide	2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	5426.0	R6_adenot_2004:1384|R14_ghose_2012:242|R23_gupta_2019:237|R26_chico_2009:410	-0.05	A	BBB+	A	test
InChI=1S/C13H10O2/c14-13(15)12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,(H,14,15)	P-Phenylbenzoic Acid|4-Carboxybiphenyl|4-Biphenylcarboxylic Acid	4-phenylbenzoic acid	O=C(O)c1ccc(-c2ccccc2)cc1	66724.0	R3_abraham_2006:235|R21_muehlbacher_2011:265|R25_brito_sanchez_2015:575|R40_vilar_2010:214|R41_toropov_2017:211|R46_mendoza_valencia_2017:480|R47_radchenko_2020:196	-1.26	B	BBB-	A	training
InChI=1S/C13H10O3/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h1-9,14H	Phenyl-Salicylate|Phenyl Salicylate	phenyl 2-hydroxybenzoate	O=C(Oc1ccccc1)c1ccccc1O	8361.0	R6_adenot_2004:1321			BBB+	C	test
InChI=1S/C13H11ClN2O2/c1-8-10(14)5-2-6-11(8)16-12-9(13(17)18)4-3-7-15-12/h2-7H,1H3,(H,15,16)(H,17,18)	Clonixin	2-(3-chloro-2-methylanilino)pyridine-3-carboxylic acid	Cc1c(Cl)cccc1Nc1ncccc1C(=O)O	28718.0	R14_ghose_2012:463			BBB-	C	training
InChI=1S/C13H11N3/c14-10-3-1-8-5-9-2-4-11(15)7-13(9)16-12(8)6-10/h1-7H,14-15H2	Proflavine	acridine-3,6-diamine	Nc1ccc2cc3ccc(N)cc3nc2c1	7099.0	R23_gupta_2019:861			BBB-	C	training
InChI=1S/C13H11N3O4S2/c1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2-7,17H,1H3,(H,14,15,18)	Tenoxicam	4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide	CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O	54677971.0	R14_ghose_2012:882|R28_li_2005:412			BBB-	C	training
InChI=1S/C13H11NO3/c14-9-6-7-11(12(15)8-9)13(16)17-10-4-2-1-3-5-10/h1-8,15H,14H2	Phenyl Aminosalicylate	phenyl 4-amino-2-hydroxybenzoate	Nc1ccc(C(=O)Oc2ccccc2)c(O)c1	8609.0	R14_ghose_2012:770			BBB-	C	test
InChI=1S/C13H11NO5/c1-2-14-5-8(13(16)17)12(15)7-3-10-11(4-9(7)14)19-6-18-10/h3-5H,2,6H2,1H3,(H,16,17)	Oxolinic|Oxolinic Acid	5-ethyl-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid	CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	4628.0	R14_ghose_2012:746			BBB-	C	test
InChI=1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)	Ethacrynic Acid|Etacrynicacid	2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	3278.0	R14_ghose_2012:538|R23_gupta_2019:576|R28_li_2005:199|R51_doninger_2002:53			BBB-	C	test
InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2	Fluconazole	2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	3365.0	R6_adenot_2004:668|R14_ghose_2012:563|R25_brito_sanchez_2015:233|R28_li_2005:205|R46_mendoza_valencia_2017:214|R50_sobanska_2019:87	-0.22	B	BBB+	A	test
InChI=1S/C13H12N2O2/c16-13(17)6-5-11-1-3-12(4-2-11)9-15-8-7-14-10-15/h1-8,10H,9H2,(H,16,17)/b6-5+	Ozagrel	(E)-3-[4-(imidazol-1-ylmethyl)phenyl]prop-2-enoic acid	O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1	5282440.0	R23_gupta_2019:808			BBB-	C	training
InChI=1S/C13H12N2O5S/c1-21(18,19)14-12-8-7-10(15(16)17)9-13(12)20-11-5-3-2-4-6-11/h2-9,14H,1H3	Nimesulide	N-(4-nitro-2-phenoxyphenyl)methanesulfonamide	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1	4495.0	R14_ghose_2012:721|R23_gupta_2019:780			BBB-	C	training
InChI=1S/C13H12N8O4S3/c22-7(1-20-4-14-18-19-20)16-8-10(23)21-9(12(24)25)6(2-26-11(8)21)3-27-13-17-15-5-28-13/h4-5,8,11H,1-3H2,(H,16,22)(H,24,25)/t8-,11-/m1/s1	Ceftezole	(6R,7R)-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-3-(1,3,4-thiadiazol-2-ylsulfanylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12	65755.0	R6_adenot_2004:199			BBB-	C	training
InChI=1S/C13H13ClN2O2S/c1-8-4-3-5-9(14)13(8)15-10(17)6-12-16(2)11(18)7-19-12/h3-6H,7H2,1-2H3,(H,15,17)/b12-6-	Ralitoline	(2Z)-N-(2-chloro-6-methylphenyl)-2-(3-methyl-4-oxo-1,3-thiazolidin-2-ylidene)acetamide	Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C	6436118.0	R6_adenot_2004:467|R7_andres_2006:150|R29_subramanian_2003:147			BBB+	C	training
InChI=1S/C13H13F3N6O4S3/c1-21-12(18-19-20-21)28-3-5-2-27-10-7(9(24)22(10)8(5)11(25)26)17-6(23)4-29-13(14,15)16/h7,10H,2-4H2,1H3,(H,17,23)(H,25,26)/t7-,10-/m1/s1	Cefazaflur	(6R,7R)-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-7-[[2-(trifluoromethylsulfanyl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1	40240.0	R6_adenot_2004:163			BBB-	C	training
InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2	Varenicline|6,10-Methano-6H-Pyrazino[2,3-H][3]Benzazepine, 7,8,9,10-Tetrahydro-	5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene	c1cnc2cc3c(cc2n1)C1CNCC3C1	170361.0	R34_broccatelli_2012:96|R37_chen_2011:102			BBB+	C	training
InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)	1,3-Diphenylguanidine	1,2-diphenylguanidine	N/C(=N\c1ccccc1)Nc1ccccc1	7594.0	R47_radchenko_2020:376	0.0	A	BBB+	A	training
InChI=1S/C13H13N3O6S/c1-6(17)22-4-7-5-23-12-9(15-8(18)2-3-14)11(19)16(12)10(7)13(20)21/h9,12H,2,4-5H2,1H3,(H,15,18)(H,20,21)/t9-,12-/m1/s1	Cefacetrile	(6R,7R)-3-(acetyloxymethyl)-7-[(2-cyanoacetyl)amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1	91562.0	R6_adenot_2004:150|R23_gupta_2019:415			BBB-	C	training
InChI=1S/C13H13N5O5S2/c1-23-17-7(5-4-25-13(14)15-5)9(19)16-8-10(20)18-6(12(21)22)2-3-24-11(8)18/h2,4,8,11H,3H2,1H3,(H2,14,15)(H,16,19)(H,21,22)/b17-7-/t8-,11-/m1/s1	Ceftizoxime|7-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-8-Oxo-5-Thia-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid	(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1	5361848.0	R6_adenot_2004:203|R23_gupta_2019:438			BBB-	C	training
InChI=1S/C13H14BrN3O2S/c14-10-2-1-4-15-11(10)8-20-7-6-17-12-9(13(18)19)3-5-16-12/h1-5,16-17H,6-8H2,(H,18,19)			O=C(O)c1cc[nH]c1NCCSCc1ncccc1Br		R48_hou_2003:52	-0.67	A	BBB+	A	training
