drugbank_id,chembl_id,name,groups,BBB_class,bbb_prob
DB02530,CHEMBL96,gamma-Aminobutyric acid,"['approved', 'investigational']",+,0.9117
DB02531,CHEMBL108778,Isobutyric acid,['experimental'],+,0.9624
DB02532,CHEMBL6885,"2,4,6-Triaminoquinazoline",['experimental'],+,0.9305
DB02534,CHEMBL1229950,2-Allylphenol,['experimental'],+,0.9519
DB02535,,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,['experimental'],+,0.9098
DB02536,,D-glyceraldehyde,['experimental'],+,0.6463
DB02537,,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,['experimental'],-,0.9827
DB02538,CHEMBL99842,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",['experimental'],+,0.9389
DB02540,,"10-formyl-5,8,10-trideazafolic acid",['experimental'],+,0.6287
DB02541,,4-Hydroxybutan-1-Aminium,['experimental'],+,0.8564
DB02542,,(4s)-5-Fluoro-L-Leucine,['experimental'],+,0.8471
DB02543,CHEMBL509027,Pyrrole-2-Carboxylate,['experimental'],+,0.9877
DB02544,CHEMBL67133,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",['experimental'],+,0.9862
DB02545,CHEMBL192966,Fexaramine,['experimental'],+,0.9718
DB02546,CHEMBL98,Vorinostat,"['approved', 'investigational']",+,0.9861
DB02547,CHEMBL1233001,Guanosine-5'-Diphosphate-Rhamnose,['experimental'],+,0.5801
DB02548,,D-glucitol 6-phosphate,['experimental'],+,0.7417
DB02549,,3'-O-Acetylthymidine-5'-diphosphate,['experimental'],+,0.5377
DB02550,CHEMBL112953,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",['experimental'],+,0.9737
DB02551,,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",['experimental'],+,0.9826
DB02552,CHEMBL41342,Geranyl Diphosphate,['experimental'],+,0.7921
DB02553,,Glutathionylspermidine disulfide,['experimental'],+,0.5732
DB02554,,UDP-6-sulfoquinovose,['experimental'],-,0.6203
DB02555,,SP4160,['experimental'],+,0.5
DB02556,CHEMBL379630,D-Phenylalanine,['experimental'],+,0.5902
DB02557,CHEMBL479579,Phosphoramidon,['experimental'],-,0.9264
DB02558,,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,['experimental'],+,0.7149
DB02559,,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",['experimental'],+,0.8593
DB02560,,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,['experimental'],,
DB02561,,Beta-D-Fructopyranose,['experimental'],+,0.5274
DB02562,,"Quinonoid 7,8-Tetrahydrobiopterin",['experimental'],+,0.5367
DB02563,,Hexanoyl-CoA,['experimental'],-,0.8345
DB02565,CHEMBL140000,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,['experimental'],+,0.876
DB02566,,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,['experimental'],+,0.5978
DB02567,CHEMBL386051,PD173955,['experimental'],+,0.9443
DB02568,CHEMBL311300,Peldesine,['investigational'],+,0.9581
DB02569,CHEMBL405730,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",['experimental'],+,0.8914
DB02570,,PD150606,['experimental'],+,0.9108
DB02571,,Allysine,['experimental'],+,0.7445
DB02572,,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",['experimental'],-,0.8481
DB02573,CHEMBL1088749,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",['experimental'],+,0.9194
DB02574,,BV2,['experimental'],-,0.7153
DB02576,,F-Loop of Vitamin B12,['experimental'],+,0.6825
DB02577,,Mesoheme,['experimental'],,
DB02578,,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,['experimental'],+,0.7695
DB02579,CHEMBL1213529,Acrylic Acid,['experimental'],+,0.9611
DB02580,,Pentaglyme,['experimental'],+,0.9606
DB02581,CHEMBL429852,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",['experimental'],-,0.9616
DB02582,,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,['experimental'],+,0.5798
DB02583,CHEMBL32113,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",['experimental'],+,0.9415
DB02585,CHEMBL184048,4-(Hydroxymethyl)Benzamidine,['experimental'],+,0.889
DB02586,CHEMBL593442,"4,7-Dimethyl-[1,10]Phenanthroline",['experimental'],+,0.9784
DB02587,CHEMBL52606,Colforsin,"['experimental', 'investigational']",+,0.6888
DB02588,,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",['experimental'],-,1.0
DB02589,,Se-Ethyl-Isoselenourea,['experimental'],+,0.8761
DB02590,,Abequose,['experimental'],,
DB02591,CHEMBL351132,"5,6-Dimethylbenzimidazole",['experimental'],+,0.967
DB02592,,Carbaphosphonate,['experimental'],+,0.784
DB02593,,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",['experimental'],-,0.8564
DB02594,CHEMBL66115,2'-Deoxycytidine,"['experimental', 'investigational']",+,0.9493
DB02595,,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",['experimental'],-,0.877
DB02596,CHEMBL132722,"alpha,beta-Methyleneadenosine 5'-triphosphate",['experimental'],+,0.8723
DB02597,,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",['experimental'],+,0.6623
DB02598,,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",['experimental'],-,0.6564
DB02599,,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",['experimental'],+,0.9696
DB02600,CHEMBL674,Oseltamivir acid,['experimental'],-,0.9734
DB02601,CHEMBL130865,4-Hydroxyphenylglycine,['experimental'],,
DB02602,CHEMBL331858,AL7182,['experimental'],+,0.8178
DB02603,,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,['experimental'],+,0.9699
DB02604,,2-Deoxy-Glucose-6-Phosphate,['experimental'],+,0.7726
DB02606,,2-Butanol,"['experimental', 'investigational']",+,0.9709
DB02607,CHEMBL1236003,Adenosine Phosphonoacetic Acid,['experimental'],+,0.8029
DB02608,,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",['experimental'],+,0.8221
DB02609,,4-Hydroxy-L-Threonine-5-Monophosphate,['experimental'],+,0.5596
DB02610,,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",['experimental'],+,0.9482
DB02611,,Balanol Analog 1,['experimental'],-,0.7707
DB02613,CHEMBL1232157,Capric dimethyl amine oxide,['experimental'],+,0.9767
DB02614,,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,['experimental'],+,0.8904
DB02615,CHEMBL180792,Compound 19,['experimental'],,
DB02616,CHEMBL93647,FR117016,['experimental'],+,0.8745
DB02617,,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",['experimental'],+,0.8369
DB02618,CHEMBL1234674,Ethyl Dimethyl Ammonio Propane Sulfonate,['experimental'],+,0.9291
DB02619,CHEMBL1231267,12-Bromo-1-dodecanol,['experimental'],+,0.9183
DB02620,,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,['experimental'],-,0.914
DB02621,CHEMBL404116,Latrunculin A,['experimental'],-,0.7361
DB02622,CHEMBL139050,2-(Oxalyl-Amino)-Benzoic Acid,['experimental'],+,0.6634
DB02623,,Aminophosphonic acid-guanylate ester,['experimental'],+,0.8664
DB02624,,Homoserine Lactone,['experimental'],+,0.942
DB02625,,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,['experimental'],+,0.851
DB02626,,Phenylferricrocin-iron,['experimental'],-,0.7423
DB02627,CHEMBL109227,"4,4'-Biphenyldiboronic Acid",['experimental'],+,0.8522
DB02628,CHEMBL1230662,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",['experimental'],-,0.5165
DB02629,,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",['experimental'],+,0.5242
DB02630,,L-xylitol 5-phosphate,['experimental'],,
DB02632,CHEMBL157265,4-nitrophenyl-beta-D-galactoside,['experimental'],-,0.5228
DB02633,CHEMBL572528,Cibacron Blue,['experimental'],-,0.8539
DB02635,,N-[O-Phosphono-Pyridoxyl]-Isoleucine,['experimental'],-,0.8309
DB02636,CHEMBL600828,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",['experimental'],-,0.6685
DB02637,,Oxaloacetate Ion,['experimental'],+,0.9637
DB02639,,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,['experimental'],-,0.7717
DB02640,CHEMBL32838,Fumagillin,['experimental'],-,0.5281
DB02641,CHEMBL238502,Heptanamide,['experimental'],+,0.9971
DB02642,CHEMBL1232804,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,['experimental'],+,0.8308
DB02643,,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",['experimental'],+,0.8857
DB02644,,N-omega-propyl-L-arginine,['experimental'],-,0.656
DB02645,,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",['experimental'],+,0.5719
DB02646,,Nitrosoethane,['experimental'],+,0.9746
DB02647,CHEMBL324942,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,['experimental'],+,0.9862
DB02648,CHEMBL1229656,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,['experimental'],+,0.6481
DB02649,,3-Amino-3-Oxopropanoic Acid,['experimental'],+,0.9717
DB02650,CHEMBL27551,Trichloroacetaldehyde,['experimental'],+,0.991
DB02651,CHEMBL267048,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",['experimental'],+,0.8623
DB02652,,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,['experimental'],+,0.8477
DB02654,,6-hydroxy-FAD,['experimental'],+,0.5
DB02655,CHEMBL29757,D-Aspartic Acid,['experimental'],-,0.6594
DB02656,CHEMBL98350,LY-294002,['experimental'],+,0.9943
DB02657,,Glucosamine 6-Phosphate,['experimental'],-,0.753
DB02658,CHEMBL1234696,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",['experimental'],-,0.5514
DB02659,CHEMBL205596,Cholic Acid,['approved'],+,0.9288
DB02660,CHEMBL590754,Filaminast,['experimental'],+,0.8658
DB02661,,"Adenosine-5'-diphosphate-2',3'-vanadate",['experimental'],+,0.9509
DB02662,CHEMBL336908,Novo Nordisk a/S Compound,['experimental'],+,0.7687
DB02663,,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,['experimental'],+,0.7674
DB02664,CHEMBL31962,1-Butane Boronic Acid,['experimental'],+,0.9213
DB02665,,"(1R,2S)-2-Phenylcyclopropanaminium",['experimental'],+,0.9453
DB02666,,(C8-R)-hydantocidin 5'-phosphate,['experimental'],,
DB02667,,Vitamin B 12 factor IIIm,['experimental'],-,0.8614
DB02668,CHEMBL300891,JE-2147,['experimental'],-,0.987
DB02669,CHEMBL419499,RB106,['experimental'],-,0.6771
DB02670,,4-Deoxy-Alpha-D-Glucose,['experimental'],+,0.5661
DB02671,,1-Methylimidazole,['experimental'],+,0.9754
DB02673,CHEMBL490866,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",['experimental'],+,0.9679
DB02674,,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",['experimental'],+,0.9383
DB02675,,(4-Hydroxymaltosephenyl)Glycine,['experimental'],-,0.878
DB02676,CHEMBL63859,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",['experimental'],-,0.8148
DB02677,,D-naphthyl-1-acetamido boronic acid alanine,['experimental'],,
DB02678,,beta-D-Galactosamine,['experimental'],-,0.9143
DB02679,CHEMBL56279,Cyanamide,['experimental'],+,0.9102
DB02680,CHEMBL114070,"1,3-Dinitrobenzene",['experimental'],+,0.8909
DB02681,,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",['experimental'],+,0.9853
DB02683,CHEMBL123850,Inhibitor Bea428,['experimental'],-,0.9005
DB02684,CHEMBL1163074,5'-O-(L-Cysteinylsulfamoyl)adenosine,['experimental'],+,0.5369
DB02685,CHEMBL1231013,3-Methylphenylalanine,['experimental'],+,0.6095
DB02686,,Undecyl-Beta-D-Maltopyranoside,['experimental'],-,0.5684
DB02688,,"2,3-Didehydroalanine",['experimental'],-,0.5318
DB02689,,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,['experimental'],+,0.7017
DB02690,CHEMBL123904,NU1025,['experimental'],+,0.9192
DB02691,,Glycocholic acid,"['experimental', 'investigational']",+,0.8437
DB02693,,"(4S,5S)-1,2-dithiane-4,5-diol",['experimental'],+,0.7393
DB02694,,Pantoyl Adenylate,['experimental'],-,0.6835
DB02695,,O1-Pentyl-Mannose,['experimental'],+,0.5114
DB02696,,"6-Aminohexyl-uridine-C1,5'-diphosphate",['experimental'],-,0.6499
DB02697,,Hydroxyaminovaline,['experimental'],+,0.8695
DB02698,,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",['experimental'],+,0.8192
DB02699,,4-Oxoretinol,['experimental'],+,0.8978
DB02700,,3-Deoxy-D-Glucosamine,['experimental'],-,0.9573
DB02701,CHEMBL1140,Nicotinamide,"['approved', 'investigational']",+,0.9911
DB02702,CHEMBL57375,XV638,['experimental'],-,0.5989
DB02703,CHEMBL374975,Fusidic acid,"['approved', 'investigational']",+,0.7909
DB02704,,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",['experimental'],-,0.5447
DB02705,,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",['experimental'],+,0.966
DB02706,,Mercaptocarboxylate Inhibitor,['experimental'],+,0.5841
DB02707,,Pentyl Trihydrogen Diphosphate,['experimental'],+,0.9322
DB02709,CHEMBL165,Resveratrol,['investigational'],+,0.59
DB02710,,"2,3,-Dihydroxybenzoylserine",['experimental'],-,0.8578
DB02711,,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",['experimental'],-,0.6555
DB02712,CHEMBL266497,Sorbinil,"['experimental', 'investigational']",+,0.8909
DB02713,CHEMBL289004,Acetylamino-Acetic Acid,['experimental'],+,0.952
DB02714,CHEMBL460741,3'-Uridinemonophosphate,['experimental'],,
DB02715,CHEMBL180300,Compound 18,['experimental'],+,0.882
DB02716,CHEMBL1234303,7-methyl-guanosine-5'-triphosphate,['experimental'],+,0.6528
DB02717,,Cellotetraose,['experimental'],+,0.7351
DB02719,,C-(1-hydrogyl-beta-D-glucopyranosyl) formamide,['experimental'],-,0.7428
DB02720,CHEMBL135302,alpha-D-glucopyranosyl-2-carboxylic acid amide,['experimental'],-,0.668
DB02721,,4-Iodopyrazole,['experimental'],+,0.99
DB02722,,4-O-methyl-beta-D-glucuronic acid,['experimental'],,
DB02723,CHEMBL18136,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",['experimental'],+,0.5495
DB02724,,Delta-2-Albomycin A1,['experimental'],-,0.9156
DB02725,,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",['experimental'],+,0.7517
DB02726,CHEMBL47181,2-Phosphoglycolic Acid,['experimental'],+,0.938
DB02727,CHEMBL308745,2-butyl-1-hydroxyguanidine,['experimental'],+,0.8519
DB02728,CHEMBL155103,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,['experimental'],+,0.8243
DB02729,CHEMBL11266,SD146,['experimental'],+,0.6409
DB02730,,4-Methylthio-Alpha-D-Mannose,['experimental'],-,0.578
DB02731,,Ethylmercurithiosalicylic acid,['experimental'],+,0.9615
DB02732,,"[(2R,3S,4R,5R)-5-(4-acetonyl-3-carbamoyl-pyridin-1-ium-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] phosphate",['experimental'],+,0.6392
DB02733,CHEMBL23254,Purvalanol,['experimental'],-,0.7101
DB02734,,4-Deoxy-D-Mannuronic Acid,['experimental'],+,0.5262
DB02735,,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,['experimental'],+,0.8741
DB02736,CHEMBL16081,Acetamide,['experimental'],+,0.9963
DB02738,,Adenosine-5'-Pentaphosphate,['experimental'],+,0.9035
DB02740,CHEMBL582878,3-Indolebutyric Acid,['experimental'],+,0.9789
DB02741,CHEMBL309282,CD564,['experimental'],+,0.9483
DB02742,CHEMBL1233851,Kifunensine,['experimental'],-,0.63
DB02743,,beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose,['experimental'],,
DB02744,CHEMBL330572,RPR131247,['experimental'],-,0.796
DB02745,CHEMBL100259,Uridine,"['experimental', 'investigational']",+,0.7679
DB02746,CHEMBL1045,Phthalic Acid,['experimental'],+,0.8955
DB02747,,Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium,['experimental'],+,0.7502
DB02749,CHEMBL1235346,Pyromellitic Acid,['experimental'],+,0.8955
DB02750,,S-(Methylmercury)-L-Cysteine,['experimental'],+,0.7426
DB02751,CHEMBL281593,Glycocyamine,['experimental'],+,0.6387
DB02752,CHEMBL334226,Tosyl-D-Proline,['experimental'],+,0.7206
DB02753,,Selenoinosine,['experimental'],+,0.8419
DB02754,CHEMBL113690,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",['experimental'],+,0.98
DB02755,,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,['experimental'],+,0.7811
DB02756,CHEMBL144366,Pyroquilon,['experimental'],+,0.9984
DB02757,CHEMBL15967,Pyrazole,['experimental'],+,0.9913
DB02758,CHEMBL207225,Indolepropionic acid,['experimental'],+,0.9789
DB02759,,4-methyl-umbelliferyl-N-acetyl-chitobiose,['experimental'],-,0.9838
DB02760,,"1,6-Di-O-Phosphono-D-Allitol",['experimental'],+,0.8109
DB02761,,S-Mercaptocysteine,['experimental'],+,0.7597
DB02762,CHEMBL149603,RU79072,['experimental'],+,0.8592
DB02763,,5-Mercapto-2-Nitro-Benzoic Acid,['experimental'],-,0.5204
DB02765,,R-9-(2-hydroxypropyl)adenine,['experimental'],+,0.9221
DB02766,,(3R)-3-{[(Benzyloxy)carbonyl]amino}-2-oxo-4-phenylbutane-1-diazonium,['experimental'],+,0.951
DB02767,CHEMBL1232858,(R)-3-hydroxytetradecanoic acid,['experimental'],+,0.768
DB02768,CHEMBL1236200,Tert-Butyloxycarbonyl Group,['experimental'],+,0.9803
DB02770,,7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate,['experimental'],+,0.9374
DB02772,CHEMBL253582,Sucrose,"['approved', 'experimental', 'investigational']",+,0.7245
DB02773,,(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,['experimental'],+,0.8049
DB02774,CHEMBL379652,"1,3-Propanediol",['experimental'],+,0.8021
DB02776,CHEMBL1208309,1-Hexadecanosulfonic Acid,['experimental'],+,0.9494
DB02777,,Diundecyl Phosphatidyl Choline,['experimental'],+,0.8138
DB02778,,"2,5-Anhydroglucitol-1,6-Biphosphate",['experimental'],+,0.9293
DB02779,CHEMBL1180004,Dodecyltrimethylammonium,['experimental'],+,0.9693
DB02780,,Beta-3-Cysteine,['experimental'],+,0.7482
DB02781,,"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",['experimental'],,
DB02783,,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate,['experimental'],-,0.8702
DB02784,,N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide,['experimental'],-,0.6073
DB02785,,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",['experimental'],-,0.9864
DB02786,CHEMBL365468,2-Anhydro-3-Fluoro-Quinic Acid,['experimental'],+,0.8002
DB02787,,N-Acetylmannosaminitol,['experimental'],-,0.5224
DB02788,,(S)-acetoin,['experimental'],+,0.9575
DB02789,CHEMBL253363,Pregnenolone,"['approved', 'experimental']",+,0.9671
DB02790,CHEMBL1199734,Phenyl-uridine-5'-diphosphate,['experimental'],+,0.6675
DB02792,,Deglucobalhimycin,['experimental'],-,0.9863
DB02793,,Isochorismic Acid,['experimental'],+,0.6958
DB02794,,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",['experimental'],-,0.8178
DB02795,CHEMBL21932,P-Anisic Acid,['experimental'],+,0.7427
DB02796,,9-deazainosine,['experimental'],+,0.5356
DB02797,CHEMBL20945,3-Nitrophenylboronic Acid,['experimental'],+,0.7466
DB02798,,Alpha-Methylene Adenosine Monophosphate,['experimental'],+,0.7904
DB02799,,N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,['experimental'],+,0.8584
DB02800,,"5-hydroxymethyl-5,6-dihydrofolic acid",['experimental'],-,0.5654
DB02801,CHEMBL190265,"2,3-Anhydro-quinic acid",['experimental'],+,0.5926
DB02802,,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide,['experimental'],-,0.6172
DB02803,,"3-Phenyl-1,2-Propandiol",['experimental'],+,0.6577
DB02804,CHEMBL443030,A-98881,['experimental'],-,0.568
DB02805,CHEMBL460901,Arabinouridine 3'-phosphate,['experimental'],+,0.9026
DB02806,CHEMBL444144,2-Methoxyethanol,['experimental'],+,0.9664
DB02807,,3-deoxy-D-lyxo-hexonic acid,['experimental'],+,0.5658
DB02808,,Trifluorofurnesyl Diphosphate,['experimental'],+,0.8716
DB02809,,"Brodimoprim-4,6-Dicarboxylate",['experimental'],+,0.7277
DB02810,,N-(2-Acetamido)Iminodiacetic Acid,['experimental'],+,0.7321
DB02811,,Diethyl phosphonate,['experimental'],+,0.9246
DB02812,CHEMBL256892,RWJ-56423,['experimental'],-,0.886
DB02813,,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",['experimental'],-,0.8786
DB02814,,3'-Deazo-Thiamin Diphosphate,['experimental'],+,0.8849
DB02816,,"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",['experimental'],-,0.8331
DB02817,,5-Exo-Hydroxycamphor,['experimental'],+,0.9437
DB02818,CHEMBL121915,Iodo-Willardiine,['experimental'],-,0.8288
DB02819,,"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",['experimental'],+,0.7816
DB02821,CHEMBL1231652,Canaline,['experimental'],+,0.7923
DB02822,CHEMBL184410,Para-Bromobenzyl Alcohol,['experimental'],+,0.9823
DB02823,CHEMBL50300,Phosphonoacetic Acid,['experimental'],+,0.9391
DB02824,,N-Pyridoxyl-Glycine-5-Monophosphate,['experimental'],-,0.8236
DB02825,,Methylphosphinate,['experimental'],+,0.9723
DB02827,CHEMBL577144,"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",['experimental'],-,0.8364
DB02828,,5-Fluorolevulinic Acid,['experimental'],+,0.9416
DB02829,,4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid,['experimental'],+,0.664
DB02830,CHEMBL125386,FR236913,['experimental'],+,0.9012
DB02831,,Dihydrogenphosphate,['experimental'],+,0.9207
DB02832,,Siroheme,['experimental'],+,0.6498
DB02833,CHEMBL298445,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,['experimental'],+,0.8091
DB02834,CHEMBL399598,IDD552,['experimental'],-,0.548
DB02835,,"Alpha-D-Glucose 1,6-Bisphosphate",['experimental'],+,0.842
DB02836,,Guanosine 5'-diphosphate 2':3'-cyclic monophosphate,['experimental'],+,0.9474
DB02837,,4-(Hydrogen sulfate)-beta-D-galactopyranose,['experimental'],+,0.8333
